2009-05-24 0
2009-05-25 3
2009-05-26 4
2009-05-29 4
2009-05-30 7
2009-06-02 9
2009-06-03 9
2009-06-04 9
2009-06-05 9
2009-06-06 9
2009-06-07 9
2009-06-10 9
2009-06-15 10
2009-07-08 11
2009-07-09 11
2009-07-12 12
2009-07-14 12
2009-07-18 12
2009-07-18 13
2009-07-19 13
2009-07-20 13
2009-07-21 13
2009-07-22 13
2009-07-30 14
2009-08-03 14
2009-08-08 16
2009-08-17 17
2009-08-23 17
2009-08-28 17
2009-09-07 18
2009-09-23 19
2009-09-27 21
2009-09-28 22
2009-10-16 22
2009-10-21 22
2009-11-08 23
2009-11-29 23
2010-02-07 23
2010-02-14 27
2010-02-27 27
2010-03-08 27
2010-03-09 27
2010-04-06 27
2010-04-08 28
2010-04-09 28
2010-04-10 28
2010-04-25 30
2010-04-30 30
2010-05-07 31
2010-05-12 31
2010-05-19 31
2010-05-20 31
2010-05-31 31
2010-06-04 31
2010-06-05 31
2010-06-08 32
2010-06-09 32
2010-06-16 32
2010-06-24 33
2010-06-25 33
2010-06-26 33
2010-06-27 33
2010-06-30 33
2010-07-02 33
2010-07-03 33
2010-07-04 34
2010-07-05 34
2010-07-07 34
2010-07-08 34
2010-07-09 34
2010-07-10 34
2010-07-13 34
2010-07-14 34
2010-07-18 34
2010-07-30 34
2010-07-31 34
2010-08-01 34
2010-08-03 34
2010-08-05 34
2010-08-06 34
2010-08-07 34
2010-08-09 34
2010-08-10 34
2010-08-18 34
2010-08-19 34
2010-08-20 32
2010-08-20 34
2010-08-21 42
2010-08-22 33
2010-08-24 33
2010-08-24 34
2010-08-24 40
2010-08-25 45
2010-08-26 45
2010-08-27 45
2010-08-28 45
2010-08-30 46
2010-08-31 48
2010-09-03 48
2010-09-07 47
2010-09-07 48
2010-09-10 47
2010-09-14 47
2010-09-18 47
2010-09-20 47
2010-09-21 47
2010-09-22 47
2010-09-29 47
2010-09-30 47
2010-10-01 47
2010-10-01 48
2010-10-02 48
2010-10-03 49
2010-10-05 49
2010-10-06 49
2010-10-07 49
2010-10-08 49
2010-10-22 49
2010-10-22 50
2010-10-23 50
2010-10-24 50
2010-10-26 50
2010-10-27 51
2010-10-28 51
2010-10-29 51
2010-10-30 51
2010-10-31 51
2010-11-02 51
2010-11-03 51
2010-11-04 51
2010-11-05 51
2010-11-10 51
2010-11-12 51
2010-11-13 51
2010-11-14 49
2010-11-14 50
2010-11-15 49
2010-11-16 39
2010-11-17 39
2010-11-18 39
2010-11-19 39
2010-11-20 39
2010-11-21 39
2010-11-22 39
2010-11-24 39
2010-11-26 39
2010-11-27 39
2010-11-28 39
2010-11-30 39
2010-12-04 39
2010-12-06 39
2010-12-07 39
2010-12-09 39
2010-12-11 39
2010-12-13 40
2010-12-18 40
2010-12-20 40
2010-12-23 41
2010-12-30 41
2011-01-01 41
2011-01-02 41
2011-01-04 42
2011-01-05 42
2011-01-06 42
2011-01-07 42
2011-01-08 42
2011-01-10 42
2011-01-11 42
2011-01-12 42
2011-01-13 42
