1243222022 0
1243227383 785
1243229315 786
1243230238 789
1243316219 812
1243583906 859
1243665612 986
1243931869 1061
1243996615 1086
1244011077 1107
1244141982 1109
1244192047 1122
1244308174 1145
1244309007 1141
1244410312 1177
1244681286 1178
1244681729 1164
1245048139 1385
1247087608 1752
1247117496 1795
1247379096 2066
1247599034 2078
1247901376 2142
1247932283 2142
1247990988 2395
1248026051 2404
1248145002 2416
1248146428 2417
1248148811 2428
1248175123 2434
1248291680 2468
1248937787 2576
1249325031 2595
1249714961 2841
1250554069 3063
1251009885 3258
1251512633 3294
1252300902 3641
1253697049 3772
1254041441 4173
1254120981 4255
1255749558 4361
1256180592 4589
1257738718 4885
1259554377 4960
1265593627 4987
1266195694 5732
1267325304 5956
1268026719 6111
1268149749 6111
1270569086 6109
1270743914 7078
1270827707 7078
1270948660 7083
1272230126 7369
1272639451 7378
1272639675 7378
1273249549 7493
1273676298 7496
1273679685 7527
1274285054 7807
1274372806 7881
1275345667 8046
1275668998 8117
1275771116 8126
1275773681 8131
1275784314 8163
1275790501 8176
1275791914 8174
1276014542 8417
1276098408 8447
1276099676 8454
1276704901 8456
1277396776 8729
1277478270 8745
1277589810 8815
1277590252 8815
1277591240 8819
1277610835 8874
1277611761 8880
1277876405 8957
1277912372 8957
1277915084 8988
1278084764 9014
1278211502 9003
1278211676 9005
1278215845 9012
1278292001 9176
1278307211 9204
1278378008 9294
1278475770 9297
1278476232 9297
1278476465 9297
1278515514 9297
1278521094 9329
1278607258 9342
1278690668 9354
1278692191 9359
1278693631 9367
1278812298 9394
1278816873 9412
1279037834 9432
1279038355 9432
1279117905 9438
1279118749 9438
1279455980 9483
1280506871 9758
1280560775 9831
1280561036 9831
1280569300 9832
1280610034 9853
1280610091 9853
1280706265 9862
1280894004 9937
1281024677 9973
1281070129 9985
1281453570 10024
1282145091 10030
1282145214 10030
1282149816 10048
1282233627 10078
1282234333 10078
1282235493 10088
1282235955 10089
1282314403 10089
1282318598 10086
1282423127 15923
1282423229 15923
1282525981 9484
1282668582 9504
1282702150 9507
1282706100 9592
1282711645 9626
1282713818 9640
1282714969 9640
1282837042 9500
1282887125 9503
1282926797 9542
1283028248 9586
1283185744 9606
1283231870 9595
1283531506 9595
1283870740 9585
1283871421 9586
1283877451 9593
1284103115 9620
1284502908 9970
1284860488 10004
1284998780 10005
1285001104 10009
1285054310 10009
1285130497 10078
1285168884 10075
1285171599 10115
1285777848 10255
1285862295 10258
1285866342 10263
1285946297 10268
1285950972 10321
1286050916 10421
1286059002 10431
1286073827 10496
1286078460 10512
1286258890 10512
1286297087 10562
1286297479 10559
1286378034 10576
1286378555 10586
1286381989 10625
1286418324 10626
1286427561 10678
1286431727 10684
1286551034 10664
1286554706 10664
1287724889 10813
1287724930 10990
1287879016 11119
1287973022 11145
1288111715 11180
1288197680 11315
1288282224 11337
1288283689 11343
1288321068 11458
1288365271 11458
1288368563 11474
1288372200 11493
1288418060 11653
1288494426 11653
1288496686 11661
1288512818 11742
1288709154 11789
1288801632 11825
1288802369 11834
1288802700 11841
1288803072 11841
1288891138 11963
1288971819 12012
1288973912 11993
1288975667 12003
1289409298 11989
1289446982 12018
1289585938 12065
1289705322 12169
1289707673 12169
1289791014 12255
1289791926 12259
1289795137 12264
1289795695 12264
1289799984 12245
1289922138 12074
1289923178 12070
1289928349 12070
1289964750 12145
1289977795 12156
1290013530 12161
1290017584 12187
1290063037 12176
1290065142 12181
1290095431 12200
1290097315 12205
1290103936 12211
1290146821 12211
1290187312 12246
1290189762 12274
1290231239 12274
1290395455 12314
1290447670 12326
1290448262 12329
1290448978 12341
1290618509 12350
1290748786 12351
1290843994 12483
1290894913 12483
1290902583 12514
1290914231 12568
1290919350 12541
1290920183 12554
1290936374 12551
1290937538 12551
1290941719 12594
1291175725 12600
1291518456 12658
1291659390 12687
1291692921 12688
1291743731 12688
1291743963 12688
1291915525 12732
1291916952 12752
1292113288 12752
1292115774 12749
1292262986 12944
1292263008 12948
1292703732 12948
1292731154 12983
1292731471 13035
1292858482 13044
1293085375 13323
1293086539 13318
1293120935 13338
1293121132 13340
1293764530 13615
1293861385 13626
1293865174 13677
1293865618 13677
1293939512 13744
1293940305 13742
1294004884 13762
1294020052 13770
1294198574 14924
1294249766 14965
1294291819 14986
1294329830 14995
1294333513 15008
1294334962 15012
1294373005 15004
1294373882 15004
1294416509 15008
1294416609 15010
1294418035 15010
1294418405 15010
1294461880 15069
1294466796 15133
1294679353 15187
1294763805 15221
1294764211 15222
1294771757 15223
1294807698 15233
1294887997 15231
1294891500 15283
1294939543 15317
1295121923 15390
1295122520 15390
1295127249 15437
1295127600 15437
1295144133 15453
1295492896 15465
1295494080 15467
1295736866 15495
1295737012 15520
1295977617 15734
1296060418 15765
1296147519 16010
1296378360 16016
1297050806 16695
1297659294 16714
1297660096 16714
1297660133 16714
1297872927 16714
1297997670 16731
1298050211 17107
1298103677 17107
1298103958 17192
1298157909 17195
1298268017 17418
1298611060 17449
1298842579 17481
1298842623 17121
1298913086 17141
1298914795 17143
1298950933 17196
1299123460 17217
1299125781 17242
1299126737 17247
1299642791 17445
1299643018 17445
1299992298 17684
1300051463 17686
1300720457 17686
1300725567 17987
1300760316 17992
1300762097 18008
1300850482 18027
1300897112 18041
1301020248 18048
1301194714 18064
1301206079 18158
1301282514 18417
1301328157 18417
1301328522 18417
1301328651 18417
1301329225 18422
1301363604 18422
1301674695 18475
1301708115 18489
1301708873 18490
1301711165 18501
1301774250 18540
1301776778 18543
1301781083 18547
1301781274 18551
1301782213 18552
1301784168 18553
1301785211 18575
1301788275 18575
1301803248 18595
1301804160 18596
1301807050 18614
1301808186 18618
1301810158 18624
1301811179 18629
1301811338 18629
1301812089 18636
1301812586 18642
1301853805 18642
1301855534 18650
1301855920 18651
1301859858 18654
1301930120 18702
1301930883 18702
1301970727 18702
1301971338 18708
1302139718 18708
1302186026 18708
1302624226 18674
1302624900 18674
1302626425 18699
1302705805 18699
1303094078 18688
1303353008 18691
1303353497 18751
1303400344 18757
1303401156 18768
1303404135 18768
1303524340 18768
1303524754 18771
1303525130 18774
1303615337 18775
1303615495 18798
1303615841 18793
1303616071 18789
1303672894 18793
1303782673 18794
1303784023 18803
1303784516 18805
1303786327 18833
1303831970 18845
1303833319 18845
1303836614 17497
1303870855 17497
1303917843 17497
1303918360 17496
1303919574 17496
1303921265 17500
1303922500 17507
1303958912 17504
1303963985 17567
1303964454 17567
1303965981 17553
1304309161 17612
1304391579 17742
1304395457 17741
1304396934 17735
1304441272 17735
1304441382 17736
1304527606 17739
1304561456 17740
1304561981 17745
1304562979 17747
1304740802 17905
1304796599 17921
1304833527 17898
1304954927 17898
1304960187 17921
1304992087 17911
1304992558 17911
1304993668 17914
1305003723 17905
1305003861 17908
1305043818 17896
1305044574 17893
1305173408 17899
1305175325 17952
1305212038 17955
1305218279 17951
1305252021 17937
1305252281 17937
1305252871 17937
1305258355 17912
1305258826 17892
1305259048 17891
1305259334 17891
1305259650 17871
1305259981 17856
1305260259 17805
1305297313 17811
1305299833 17815
1305336103 17819
1305336556 17819
1305338691 17826
1305339712 17831
1305340140 17840
1305341058 17809
1305403489 17809
1305405784 17831
1305407516 17794
1305775715 17795
1305824238 17795
1305855214 17795
1305857038 17763
1305908897 17765
1305936137 17766
1305946331 17846
1306010179 17847
1306011560 17848
1306336678 17848
1306341599 17941
1306418557 17941
1306420045 17941
1306423363 17945
1306772758 17945
1306900203 18460
1307030385 18458
1307220729 18845
1307221523 18852
1307244016 18852
1307247755 18852
1307248677 18852
1307249277 18857
1307290248 19583
1307290429 19583
1307292803 19552
1307442696 19618
1307547687 19634
1307547760 19634
1307547822 19634
1307547892 19634
1307720068 19663
1307720214 19674
1307756302 19675
1307756364 19723
1307821076 19717
1307821369 19758
1307827367 19779
1307843582 19787
1307845181 19827
1307850934 19953
1307905883 20047
1307909916 20133
1307911693 20204
1307912911 20244
1307925559 20300
1307928533 20335
1307928625 19841
1307996227 19847
1307996953 19871
1308001289 20013
1308001710 20016
1308019617 20016
1308022556 20012
1308023266 19998
1308068000 20037
1308151246 20044
1308151410 20066
1308234914 20066
1308236280 20026
1308244310 20053
1308282825 20112
1308329209 20120
1308407763 20180
1308408099 20180
1308469477 20182
1308570905 20234
1308575670 20277
1308656298 20297
1308687350 20291
1308995914 20329
1308996415 20330
1308996534 20329
1309037059 20342
1309042969 20343
1309050220 20349
1309050642 20347
1309779518 20350
1309820094 20350
1309861527 20394
1309861605 21461
1310131976 21492
1310212524 21496
1310212851 21496
1310213389 21496
1310218508 21554
1310219216 21576
1310219466 21576
